0 264 66843 4096 60043 0 312384
1 264 66843 4096 60043 0 312658
2 264 66843 4096 60043 0 311241
3 270 68715 2048 60205 0 487997
4 270 68715 2048 60205 0 497554
5 270 68715 2048 60205 0 480495
6 279 68985 4096 59983 0 298511
7 279 68985 4096 59983 0 298724
8 279 68985 4096 59983 0 296351
9 279 69714 2048 60157 0 503017
10 279 69714 2048 60157 0 451067
11 279 69714 2048 60157 0 431830
12 309 77481 2048 59845 0 502653
13 309 77481 2048 59845 0 471940
14 309 77481 2048 59845 0 482843
15 309 78174 2048 59845 0 471662
16 309 78174 2048 59845 0 483145
17 309 78174 2048 59845 0 461881
18 324 81720 2048 58327 0 542177
19 324 81720 2048 58327 0 538153
20 324 81720 2048 58327 0 512393
21 324 82539 2048 58765 0 507870
22 324 82539 2048 58765 0 528731
23 324 82539 2048 58765 0 516065
24 276 69399 2048 58756 0 471760
25 276 69399 2048 58756 0 495613
26 276 69399 2048 58756 0 508418
27 279 71676 2048 58774 0 500053
28 279 71676 2048 58774 0 533384
29 279 71676 2048 58774 0 515674
30 414 103113 4096 59983 0 438649
31 414 103113 4096 59983 0 424444
32 414 103113 4096 59983 0 456918
33 453 114723 4096 60157 0 515980
34 453 114723 4096 60157 0 514499
35 453 114723 4096 60157 0 492232
36 438 109557 4096 59845 0 452177
37 438 109557 4096 59845 0 444842
38 438 109557 4096 59845 0 447360
39 477 120780 4096 59845 0 475627
40 477 120780 4096 59845 0 479255
41 477 120780 4096 59845 0 463802
42 459 114453 2048 58345 0 817884
43 459 114453 2048 58345 0 817540
44 459 114453 2048 58345 0 827620
45 498 125829 4096 58786 0 497376
46 498 125829 4096 58786 0 506039
47 498 125829 4096 58786 0 489084
48 405 101781 2048 58789 0 816649
49 405 101781 2048 58789 0 817193
50 405 101781 2048 58789 0 813922
51 444 114714 4096 58792 0 522327
52 444 114714 4096 58792 0 515182
53 444 114714 4096 58792 0 521379
54 393 106929 4096 58795 0 513567
55 393 106929 4096 58795 0 516227
56 393 106929 4096 58795 0 504601
57 414 111312 4096 58408 0 465095
58 414 111312 4096 58408 0 479242
59 414 111312 4096 58408 0 461389
60 417 112716 4096 59845 0 447867
61 417 112716 4096 59845 0 434941
62 417 112716 4096 59845 0 435005
63 423 117180 4096 59983 0 513126
64 423 117180 4096 59983 0 511271
