0 454 7446 2048 50373 0 116057
1 454 7446 2048 50373 0 114815
2 514 6390 2048 50373 0 197223
3 514 6390 2048 50373 0 167447
4 710 15180 4096 50373 0 196661
5 710 15180 4096 50373 0 195103
6 1732 32964 8192 50373 0 559475
7 1732 32964 8192 50373 0 559081
8 9284 196628 32768 50373 0 0
9 9284 196628 32768 50373 0 0
10 2242 38652 8192 50373 0 665905
11 2242 38652 8192 50373 0 646468
12 2242 38528 8192 50373 0 674028
13 2242 38528 8192 50373 0 660134
14 9474 197952 32768 50373 0 0
15 9474 197952 32768 50373 0 0
16 7362 160176 32768 50373 0 0
17 7298 159792 32768 50373 0 0
18 7302 159760 32768 50373 0 0
19 7238 159376 32768 50373 0 0
20 7426 160752 32768 50373 0 0
21 7362 160368 32768 50373 0 0
22 9346 196800 32768 50373 0 0
23 9282 196416 32768 50373 0 0
24 790 10504 4096 50970 0 218184
25 724 10108 4096 50970 0 181600
26 663 9485 4096 50970 0 173204
27 597 9089 4096 50970 0 149843
28 1058 14496 4096 50971 0 278976
29 992 14100 4096 50971 0 271957
30 7962 170444 32768 50971 0 0
31 7896 170048 32768 50971 0 0
32 860 12318 4096 50971 0 245799
33 860 12318 4096 50971 0 243121
34 728 10206 4096 50971 0 182691
35 728 10206 4096 50971 0 179975
36 27 513 512 50575 0 44799
37 27 513 512 50575 0 39228
38 25 491 491 50575 0 30156
39 25 491 491 50575 0 34354
40 17 427 427 50575 0 33902
41 17 427 427 50575 0 32157
42 17 423 423 50575 0 30552
43 17 423 423 50575 0 31443
44 2370 46896 8192 50373 0 1081010
45 1218 23728 4096 50373 0 381983
46 1218 23728 4096 50373 0 379260
47 2370 46896 8192 50373 0 1073788
48 2818 54960 16384 50373 0 854897
49 3138 58160 16384 50373 0 996318
50 2498 47792 8192 50373 0 1122617
51 2626 51056 8192 50373 0 1308981
52 742 10358 4096 50373 0 164104
53 742 10358 4096 50373 0 158910
54 644 12902 4096 50373 0 183032
55 644 12902 4096 50373 0 181931
56 674 8400 4096 50373 0 152863
57 674 8400 4096 50373 0 168003
58 323 3383 2048 50373 0 84214
59 323 3383 2048 50373 0 84302
60 1028 15974 4096 50373 0 293222
61 1028 15974 4096 50373 0 282517
62 1698 23632 8192 50373 0 421623
63 1698 23632 8192 50373 0 430056
64 578 11152 4096 50373 0 162217
65 578 11152 4096 50373 0 166784
66 1570 27600 8192 50373 0 424535
67 1570 27600 8192 50373 0 412667
68 866 14672 4096 50373 0 206248
