id,name,group,rows,cols,nnz,kind,date,year,num_entries,density,sparsity_pct,nnz_per_row,is_square,detail_url,url_mm
1,1138_bus,HB,1138,1138,4054,Power Network Problem,1985,1985,1295044,0.003130395569571381,99.68696044304286,3.562390158172232,True,/HB/1138_bus,https://sparse.tamu.edu/MM/HB/1138_bus.tar.gz
2,494_bus,HB,494,494,1666,Power Network Problem,1985,1985,244036,0.006826861610582045,99.3173138389418,3.3724696356275303,True,/HB/494_bus,https://sparse.tamu.edu/MM/HB/494_bus.tar.gz
3,662_bus,HB,662,662,2474,Power Network Problem,1985,1985,438244,0.005645256980129791,99.43547430198703,3.7371601208459215,True,/HB/662_bus,https://sparse.tamu.edu/MM/HB/662_bus.tar.gz
4,685_bus,HB,685,685,3249,Power Network Problem,1985,1985,469225,0.006924183494059353,99.30758165059407,4.7430656934306565,True,/HB/685_bus,https://sparse.tamu.edu/MM/HB/685_bus.tar.gz
6,arc130,HB,130,130,1037,Materials Problem,1974,1974,16900,0.06136094674556213,93.86390532544378,7.976923076923077,True,/HB/arc130,https://sparse.tamu.edu/MM/HB/arc130.tar.gz
8,ash292,HB,292,292,2208,Least Squares Problem,1974,1974,85264,0.02589604053293301,97.4103959467067,7.561643835616438,True,/HB/ash292,https://sparse.tamu.edu/MM/HB/ash292.tar.gz
11,ash85,HB,85,85,523,Least Squares Problem,1974,1974,7225,0.07238754325259515,92.7612456747405,6.152941176470589,True,/HB/ash85,https://sparse.tamu.edu/MM/HB/ash85.tar.gz
13,bcspwr01,HB,39,39,131,Power Network Problem,1981,1981,1521,0.0861275476660092,91.38724523339909,3.358974358974359,True,/HB/bcspwr01,https://sparse.tamu.edu/MM/HB/bcspwr01.tar.gz
14,bcspwr02,HB,49,49,167,Power Network Problem,1981,1981,2401,0.06955435235318617,93.04456476468138,3.4081632653061225,True,/HB/bcspwr02,https://sparse.tamu.edu/MM/HB/bcspwr02.tar.gz
15,bcspwr03,HB,118,118,476,Power Network Problem,1981,1981,13924,0.03418557885665039,96.58144211433496,4.033898305084746,True,/HB/bcspwr03,https://sparse.tamu.edu/MM/HB/bcspwr03.tar.gz
16,bcspwr04,HB,274,274,1612,Power Network Problem,1981,1981,75076,0.021471575470190206,97.85284245298098,5.883211678832117,True,/HB/bcspwr04,https://sparse.tamu.edu/MM/HB/bcspwr04.tar.gz
17,bcspwr05,HB,443,443,1623,Power Network Problem,1981,1981,196249,0.008270105834934191,99.17298941650658,3.6636568848758464,True,/HB/bcspwr05,https://sparse.tamu.edu/MM/HB/bcspwr05.tar.gz
18,bcspwr06,HB,1454,1454,5300,Power Network Problem,1981,1981,2114116,0.0025069579909522467,99.74930420090477,3.645116918844567,True,/HB/bcspwr06,https://sparse.tamu.edu/MM/HB/bcspwr06.tar.gz
19,bcspwr07,HB,1612,1612,5824,Power Network Problem,1981,1981,2598544,0.0022412551028576,99.77587448971424,3.6129032258064515,True,/HB/bcspwr07,https://sparse.tamu.edu/MM/HB/bcspwr07.tar.gz
20,bcspwr08,HB,1624,1624,6050,Power Network Problem,1981,1981,2637376,0.0022939467106699992,99.770605328933,3.7253694581280787,True,/HB/bcspwr08,https://sparse.tamu.edu/MM/HB/bcspwr08.tar.gz
21,bcspwr09,HB,1723,1723,6511,Power Network Problem,1981,1981,2968729,0.0021931944613334526,99.78068055386665,3.778874056877539,True,/HB/bcspwr09,https://sparse.tamu.edu/MM/HB/bcspwr09.tar.gz
22,bcspwr10,HB,5300,5300,21842,Power Network Problem,1981,1981,28090000,0.0007775720897116411,99.92224279102884,4.1211320754716985,True,/HB/bcspwr10,https://sparse.tamu.edu/MM/HB/bcspwr10.tar.gz
23,bcsstk01,HB,48,48,400,Structural Problem,1982,1982,2304,0.1736111111111111,82.63888888888889,8.333333333333334,True,/HB/bcsstk01,https://sparse.tamu.edu/MM/HB/bcsstk01.tar.gz
24,bcsstk02,HB,66,66,4356,Structural Problem,1982,1982,4356,1.0,0.0,66.0,True,/HB/bcsstk02,https://sparse.tamu.edu/MM/HB/bcsstk02.tar.gz
25,bcsstk03,HB,112,112,640,Structural Problem,1982,1982,12544,0.05102040816326531,94.89795918367348,5.714285714285714,True,/HB/bcsstk03,https://sparse.tamu.edu/MM/HB/bcsstk03.tar.gz
26,bcsstk04,HB,132,132,3648,Structural Problem,1982,1982,17424,0.209366391184573,79.06336088154269,27.636363636363637,True,/HB/bcsstk04,https://sparse.tamu.edu/MM/HB/bcsstk04.tar.gz
27,bcsstk05,HB,153,153,2423,Structural Problem,1982,1982,23409,0.10350719808620616,89.64928019137939,15.836601307189543,True,/HB/bcsstk05,https://sparse.tamu.edu/MM/HB/bcsstk05.tar.gz
28,bcsstk06,HB,420,420,7860,Structural Problem,1982,1982,176400,0.0445578231292517,95.54421768707483,18.714285714285715,True,/HB/bcsstk06,https://sparse.tamu.edu/MM/HB/bcsstk06.tar.gz
29,bcsstk07,HB,420,420,7860,Duplicate Structural Problem,1982,1982,176400,0.0445578231292517,95.54421768707483,18.714285714285715,True,/HB/bcsstk07,https://sparse.tamu.edu/MM/HB/bcsstk07.tar.gz
30,bcsstk08,HB,1074,1074,12960,Structural Problem,1982,1982,1153476,0.011235604381885709,98.87643956181142,12.067039106145252,True,/HB/bcsstk08,https://sparse.tamu.edu/MM/HB/bcsstk08.tar.gz
31,bcsstk09,HB,1083,1083,18437,Structural Problem,1982,1982,1172889,0.01571930506637883,98.42806949336212,17.02400738688827,True,/HB/bcsstk09,https://sparse.tamu.edu/MM/HB/bcsstk09.tar.gz
32,bcsstk10,HB,1086,1086,22070,Structural Problem,1982,1982,1179396,0.018712968332943305,98.12870316670566,20.322283609576427,True,/HB/bcsstk10,https://sparse.tamu.edu/MM/HB/bcsstk10.tar.gz
33,bcsstk11,HB,1473,1473,34241,Structural Problem,1982,1982,2169729,0.01578123350888521,98.42187664911148,23.245756958587915,True,/HB/bcsstk11,https://sparse.tamu.edu/MM/HB/bcsstk11.tar.gz
34,bcsstk12,HB,1473,1473,34241,Duplicate Structural Problem,1982,1982,2169729,0.01578123350888521,98.42187664911148,23.245756958587915,True,/HB/bcsstk12,https://sparse.tamu.edu/MM/HB/bcsstk12.tar.gz
35,bcsstk13,HB,2003,2003,83883,Computational Fluid Dynamics Problem,1982,1982,4012009,0.020907979019987245,97.90920209800127,41.87868197703445,True,/HB/bcsstk13,https://sparse.tamu.edu/MM/HB/bcsstk13.tar.gz
36,bcsstk14,HB,1806,1806,63454,Structural Problem,1985,1985,3261636,0.01945465404477998,98.054534595522,35.135105204872644,True,/HB/bcsstk14,https://sparse.tamu.edu/MM/HB/bcsstk14.tar.gz
37,bcsstk15,HB,3948,3948,117816,Structural Problem,1985,1985,15586704,0.007558750073139261,99.24412499268608,29.8419452887538,True,/HB/bcsstk15,https://sparse.tamu.edu/MM/HB/bcsstk15.tar.gz
38,bcsstk16,HB,4884,4884,290378,Structural Problem,1985,1985,23853456,0.012173414200441228,98.78265857995588,59.45495495495496,True,/HB/bcsstk16,https://sparse.tamu.edu/MM/HB/bcsstk16.tar.gz
39,bcsstk17,HB,10974,10974,428650,Structural Problem,1985,1985,120428676,0.0035593682023042418,99.64406317976957,39.06050665208675,True,/HB/bcsstk17,https://sparse.tamu.edu/MM/HB/bcsstk17.tar.gz
40,bcsstk18,HB,11948,11948,149090,Structural Problem,1985,1985,142754704,0.0010443788948628972,99.89556211051371,12.478239035821895,True,/HB/bcsstk18,https://sparse.tamu.edu/MM/HB/bcsstk18.tar.gz
41,bcsstk19,HB,817,817,6853,Structural Problem,1984,1984,667489,0.010266835857969194,98.97331641420308,8.388004895960833,True,/HB/bcsstk19,https://sparse.tamu.edu/MM/HB/bcsstk19.tar.gz
42,bcsstk20,HB,485,485,3135,Structural Problem,1984,1984,235225,0.013327665001594219,98.66723349984058,6.463917525773196,True,/HB/bcsstk20,https://sparse.tamu.edu/MM/HB/bcsstk20.tar.gz
43,bcsstk21,HB,3600,3600,26600,Structural Problem,1984,1984,12960000,0.002052469135802469,99.79475308641975,7.388888888888889,True,/HB/bcsstk21,https://sparse.tamu.edu/MM/HB/bcsstk21.tar.gz
44,bcsstk22,HB,138,138,696,Structural Problem,1984,1984,19044,0.036546943919344675,96.34530560806553,5.043478260869565,True,/HB/bcsstk22,https://sparse.tamu.edu/MM/HB/bcsstk22.tar.gz
45,bcsstk23,HB,3134,3134,45178,Structural Problem,1984,1984,9821956,0.004599694806207644,99.54003051937923,14.415443522654755,True,/HB/bcsstk23,https://sparse.tamu.edu/MM/HB/bcsstk23.tar.gz
46,bcsstk24,HB,3562,3562,159910,Structural Problem,1984,1984,12687844,0.012603402122535554,98.73965978774645,44.893318360471646,True,/HB/bcsstk24,https://sparse.tamu.edu/MM/HB/bcsstk24.tar.gz
47,bcsstk25,HB,15439,15439,252241,Structural Problem,1984,1984,238362721,0.0010582233620331932,99.89417766379668,16.33791048643047,True,/HB/bcsstk25,https://sparse.tamu.edu/MM/HB/bcsstk25.tar.gz
48,bcsstk26,HB,1922,1922,30336,Structural Problem,1984,1984,3694084,0.008212049319939666,99.17879506800602,15.783558792924037,True,/HB/bcsstk26,https://sparse.tamu.edu/MM/HB/bcsstk26.tar.gz
49,bcsstk27,HB,1224,1224,56126,Structural Problem,1984,1984,1498176,0.037462888205391086,96.2537111794609,45.85457516339869,True,/HB/bcsstk27,https://sparse.tamu.edu/MM/HB/bcsstk27.tar.gz
50,bcsstk28,HB,4410,4410,219024,Structural Problem,1984,1984,19448100,0.011261974177426073,98.8738025822574,49.66530612244898,True,/HB/bcsstk28,https://sparse.tamu.edu/MM/HB/bcsstk28.tar.gz
51,bcsstk29,HB,13992,13992,619488,Structural Problem,1986,1986,195776064,0.0031642683346621986,99.68357316653378,44.27444253859348,True,/HB/bcsstk29,https://sparse.tamu.edu/MM/HB/bcsstk29.tar.gz
52,bcsstk30,HB,28924,28924,2043492,Structural Problem,1986,1986,836597776,0.002442621841251464,99.75573781587485,70.65039413635735,True,/HB/bcsstk30,https://sparse.tamu.edu/MM/HB/bcsstk30.tar.gz
53,bcsstk31,HB,35588,35588,1181416,Structural Problem,1986,1986,1266505744,0.0009328153508950845,99.9067184649105,33.197032707654266,True,/HB/bcsstk31,https://sparse.tamu.edu/MM/HB/bcsstk31.tar.gz
54,bcsstk32,HB,44609,44609,2014701,Structural Problem,1986,1986,1989962881,0.0010124314474587429,99.89875685525412,45.16355443968706,True,/HB/bcsstk32,https://sparse.tamu.edu/MM/HB/bcsstk32.tar.gz
55,bcsstk33,HB,8738,8738,591904,Structural Problem,1986,1986,76352644,0.00775223972597465,99.22477602740254,67.73907072556649,True,/HB/bcsstk33,https://sparse.tamu.edu/MM/HB/bcsstk33.tar.gz
56,bcsstm01,HB,48,48,24,Structural Problem,1982,1982,2304,0.010416666666666666,98.95833333333334,0.5,True,/HB/bcsstm01,https://sparse.tamu.edu/MM/HB/bcsstm01.tar.gz
57,bcsstm02,HB,66,66,66,Structural Problem,1982,1982,4356,0.015151515151515152,98.48484848484848,1.0,True,/HB/bcsstm02,https://sparse.tamu.edu/MM/HB/bcsstm02.tar.gz
58,bcsstm03,HB,112,112,72,Structural Problem,1982,1982,12544,0.005739795918367347,99.42602040816327,0.6428571428571429,True,/HB/bcsstm03,https://sparse.tamu.edu/MM/HB/bcsstm03.tar.gz
59,bcsstm04,HB,132,132,66,Structural Problem,1982,1982,17424,0.003787878787878788,99.62121212121212,0.5,True,/HB/bcsstm04,https://sparse.tamu.edu/MM/HB/bcsstm04.tar.gz
